Suburb,City,Price,SQFT,Price_per_sqft,Bedrooms,Bathrooms,Zip Code,House Type,Built,Remodeled,Country,Condition
Downtown Dubai,Dubai,"$1,650,000.00 ",1517,"$1,087.67 ",2,3,25315,Apartment,2014,0,U.A.E,4
DAMAC Hills,Dubai,"$700,000.00 ",851,$822.56 ,1,2,25314,Apartment,2019,0,U.A.E,4
Meydan,Dubai,"$2,975,000.00 ",2795,"$1,064.40 ",4,5,25315,Apartment,2009,0,U.A.E,4
Palm Jumeirah,Dubai,"$3,600,000.00 ",2931,"$1,228.25 ",3,4,25315,Apartment,2011,0,U.A.E,5
Palm Jumeirah,Dubai,"$3,250,000.00 ",4053,$801.88 ,3,3,25315,Apartment,2023,0,U.A.E,4
Remraam,Dubai,"$650,000.00 ",1006,$646.12 ,2,2,25315,Apartment,2022,0,U.A.E,4
Town Square,Dubai,"$870,000.00 ",1431,$607.97 ,3,3,25314,Apartment,2023,0,U.A.E,4
Al Barari,Dubai,"$4,300,000.00 ",4026,"$1,068.06 ",3,4,25315,Apartment,2006,0,U.A.E,5
Mohammed Bin Rashid City,Dubai,"$1,230,000.00 ",760,"$1,618.42 ",1,2,25314,Apartment,2018,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,250,000.00 ",1590,$786.16 ,2,4,25314,Apartment,2013,0,U.A.E,4
Palm Jumeirah,Dubai,"$4,200,000.00 ",4053,"$1,036.27 ",3,4,25315,Apartment,2023,0,U.A.E,5
Dubai Production City (IMPZ),Dubai,"$930,000.00 ",1070,$869.16 ,2,2,25314,Apartment,2016,0,U.A.E,5
Greens,Dubai,"$1,600,000.00 ",1767,$905.49 ,3,2,25315,Apartment,2007,0,U.A.E,5
Downtown Dubai,Dubai,"$2,700,000.00 ",1838,"$1,468.99 ",3,4,25314,Apartment,2015,0,U.A.E,4
The Views,Dubai,"$1,399,999.00 ",1237,"$1,131.77 ",2,2,25315,Apartment,2023,0,U.A.E,4
Bluewaters,Dubai,"$2,400,000.00 ",1154,"$2,079.72 ",1,1,25315,Apartment,2014,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$1,180,000.00 ",1294,$911.90 ,2,3,25314,Apartment,2023,0,U.A.E,5
Dubai Marina,Dubai,"$1,050,000.00 ",1490,$704.70 ,2,3,25315,Apartment,2016,0,U.A.E,4
Bluewaters,Dubai,"$2,495,000.00 ",1155,"$2,160.17 ",1,2,25314,Apartment,2011,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$370,000.00 ",421,$878.86 ,0,1,25314,Apartment,2011,0,U.A.E,4
Downtown Dubai,Dubai,"$1,600,000.00 ",1104,"$1,449.28 ",2,2,25314,Apartment,2007,0,U.A.E,4
Dubai Marina,Dubai,"$2,400,000.00 ",1850,"$1,297.30 ",3,4,25315,Apartment,2009,0,U.A.E,5
Dubai Marina,Dubai,"$2,100,000.00 ",2430,$864.20 ,2,3,25314,Apartment,2008,0,U.A.E,4
Business Bay,Dubai,"$1,200,000.00 ",1967,$610.07 ,2,4,25314,Apartment,2014,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$620,190.00 ",840,$738.32 ,1,2,25315,Apartment,2018,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$759,000.00 ",895,$848.04 ,2,3,25315,Apartment,2013,0,U.A.E,4
Dubai Marina,Dubai,"$919,000.00 ",529,"$1,737.24 ",0,1,25315,Apartment,2006,0,U.A.E,5
Downtown Dubai,Dubai,"$2,399,998.00 ",1338,"$1,793.72 ",2,3,25314,Apartment,2019,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$759,000.00 ",895,$848.04 ,2,2,25315,Apartment,2009,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,190,500.00 ",1575,$755.87 ,3,4,25314,Apartment,2014,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$620,190.00 ",840,$738.32 ,1,2,25315,Apartment,2010,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,190,000.00 ",1575,$755.56 ,3,4,25314,Apartment,2021,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$620,190.00 ",840,$738.32 ,1,2,25314,Apartment,2009,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$759,000.00 ",895,$848.04 ,2,3,25314,Apartment,2019,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,190,500.00 ",1575,$755.87 ,3,4,25314,Apartment,2007,0,U.A.E,5
Dubai Marina,Dubai,"$1,750,000.00 ",1480,"$1,182.43 ",2,2,25315,Apartment,2016,0,U.A.E,4
Dubai Marina,Dubai,"$1,430,000.00 ",868,"$1,647.47 ",1,2,25314,Apartment,2018,0,U.A.E,4
Meydan,Dubai,"$2,500,000.00 ",2800,$892.86 ,3,4,25314,Apartment,2018,0,U.A.E,4
Downtown Dubai,Dubai,"$2,500,000.00 ",1445,"$1,730.10 ",2,2,25315,Apartment,2018,0,U.A.E,5
Palm Jumeirah,Dubai,"$3,119,900.00 ",1057,"$2,951.66 ",1,1,25315,Apartment,2018,0,U.A.E,5
Al Barari,Dubai,"$2,649,999.00 ",2809,$943.40 ,2,3,25314,Apartment,2009,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$620,190.00 ",840,$738.32 ,1,2,25314,Apartment,2014,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$759,000.00 ",895,$848.04 ,2,2,25314,Apartment,2016,0,U.A.E,5
Dubai Marina,Dubai,"$2,000,000.00 ",1282,"$1,560.06 ",2,2,25315,Apartment,2008,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,190,500.00 ",1575,$755.87 ,3,3,25315,Apartment,2022,0,U.A.E,5
Downtown Dubai,Dubai,"$1,800,000.00 ",1167,"$1,542.42 ",2,2,25314,Apartment,2006,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$620,190.00 ",840,$738.32 ,1,2,25314,Apartment,2019,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$759,000.00 ",895,$848.04 ,2,3,25315,Apartment,2007,0,U.A.E,4
Al Sufouh,Dubai,"$900,000.00 ",1044,$862.07 ,1,2,25314,Apartment,2012,0,U.A.E,4
Greens,Dubai,"$629,999.00 ",754,$835.54 ,1,1,25314,Apartment,2007,0,U.A.E,4
Al Sufouh,Dubai,"$849,000.00 ",773,"$1,098.32 ",1,2,25315,Apartment,2013,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,190,500.00 ",1573,$756.83 ,3,4,25315,Apartment,2016,0,U.A.E,5
Downtown Dubai,Dubai,"$1,991,888.00 ",1041,"$1,913.44 ",1,2,25314,Apartment,2014,0,U.A.E,5
Downtown Dubai,Dubai,"$2,850,000.00 ",1262,"$2,258.32 ",2,2,25314,Apartment,2019,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$1,396,000.00 ",849,"$1,644.29 ",1,2,25315,Apartment,2015,0,U.A.E,4
Downtown Dubai,Dubai,"$1,525,000.00 ",739,"$2,063.60 ",1,1,25314,Apartment,2005,0,U.A.E,4
Downtown Dubai,Dubai,"$3,500,000.00 ",1271,"$2,753.74 ",2,3,25315,Apartment,2018,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$3,100,000.00 ",2903,"$1,067.86 ",3,4,25315,Apartment,2011,0,U.A.E,4
Downtown Dubai,Dubai,"$1,600,000.00 ",1150,"$1,391.30 ",2,3,25314,Apartment,2018,0,U.A.E,5
Dubai Harbour,Dubai,"$1,926,888.00 ",747,"$2,579.50 ",1,2,25314,Apartment,2013,0,U.A.E,5
Dubai Hills Estate,Dubai,"$1,254,888.00 ",959,"$1,308.54 ",2,3,25314,Apartment,2022,0,U.A.E,4
Downtown Dubai,Dubai,"$2,900,000.00 ",1484,"$1,954.18 ",2,3,25314,Apartment,2017,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,550,000.00 ",1975,$784.81 ,2,3,25315,Apartment,2018,0,U.A.E,5
Business Bay,Dubai,"$2,900,000.00 ",3007,$964.42 ,3,4,25314,Apartment,2013,0,U.A.E,4
Mudon,Dubai,"$1,276,000.00 ",1605,$795.02 ,2,3,25314,Apartment,2014,0,U.A.E,5
Mudon,Dubai,"$1,790,000.00 ",1485,"$1,205.39 ",3,4,25315,Apartment,2022,0,U.A.E,5
Dubai Marina,Dubai,"$1,700,000.00 ",1366,"$1,244.51 ",2,3,25315,Apartment,2020,0,U.A.E,4
Dubai Marina,Dubai,"$949,999.00 ",619,"$1,534.73 ",1,1,25314,Apartment,2011,0,U.A.E,5
Dubai Marina,Dubai,"$1,099,000.00 ",1444,$761.08 ,2,2,25315,Apartment,2018,0,U.A.E,5
Dubai Sports City,Dubai,"$400,000.00 ",447,$894.85 ,0,1,25315,Apartment,2013,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$2,400,000.00 ",1813,"$1,323.77 ",3,3,25314,Apartment,2011,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$500,000.00 ",851,$587.54 ,1,2,25315,Apartment,2007,0,U.A.E,5
DIFC,Dubai,"$2,700,000.00 ",1757,"$1,536.71 ",2,3,25314,Apartment,2018,0,U.A.E,4
Downtown Dubai,Dubai,"$1,284,888.00 ",637,"$2,017.09 ",1,2,25314,Apartment,2018,0,U.A.E,4
Dubai Sports City,Dubai,"$574,000.00 ",1012,$567.19 ,2,3,25315,Apartment,2019,0,U.A.E,5
Downtown Dubai,Dubai,"$1,270,888.00 ",637,"$1,995.11 ",1,2,25315,Apartment,2023,0,U.A.E,4
Dubai Marina,Dubai,"$2,200,000.00 ",1787,"$1,231.11 ",3,3,25314,Apartment,2006,0,U.A.E,4
Business Bay,Dubai,"$1,850,000.00 ",1967,$940.52 ,3,3,25315,Apartment,2007,0,U.A.E,4
Arjan,Dubai,"$570,000.00 ",703,$810.81 ,1,2,25315,Apartment,2015,0,U.A.E,5
Downtown Dubai,Dubai,"$2,800,000.00 ",1607,"$1,742.38 ",3,4,25314,Apartment,2018,0,U.A.E,5
Motor City,Dubai,"$795,000.00 ",1642,$484.17 ,2,2,25314,Apartment,2008,0,U.A.E,4
Downtown Dubai,Dubai,"$1,599,888.00 ",1443,"$1,108.72 ",2,3,25315,Apartment,2023,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,425,000.00 ",1800,$791.67 ,2,2,25315,Apartment,2012,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$899,000.00 ",1285,$699.61 ,2,2,25315,Apartment,2008,0,U.A.E,4
Dubai Marina,Dubai,"$1,599,950.00 ",1324,"$1,208.42 ",2,2,25314,Apartment,2022,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,399,000.00 ",1145,"$1,221.83 ",1,2,25315,Apartment,2013,0,U.A.E,5
Downtown Dubai,Dubai,"$1,750,000.00 ",1186,"$1,475.55 ",1,2,25315,Apartment,2005,0,U.A.E,4
Downtown Dubai,Dubai,"$3,500,000.00 ",1506,"$2,324.04 ",2,3,25314,Apartment,2012,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$2,999,999.00 ",2500,"$1,200.00 ",3,2,25314,Apartment,2013,0,U.A.E,4
Dubai Marina,Dubai,"$2,399,950.00 ",1509,"$1,590.42 ",2,2,25315,Apartment,2021,0,U.A.E,5
Bluewaters,Dubai,"$4,500,000.00 ",2102,"$2,140.82 ",3,4,25314,Apartment,2010,0,U.A.E,5
Dubai Marina,Dubai,"$2,999,999.00 ",1674,"$1,792.11 ",3,4,25315,Apartment,2014,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$1,500,000.00 ",640,"$2,343.75 ",1,2,25315,Apartment,2016,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$3,399,999.00 ",1181,"$2,878.92 ",3,4,25314,Apartment,2021,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$9,999,999.00 ",3641,"$2,746.50 ",4,5,25314,Apartment,2009,0,U.A.E,4
Dubai Marina,Dubai,"$1,400,000.00 ",616,"$2,272.73 ",1,1,25314,Apartment,2016,0,U.A.E,5
Dubai Marina,Dubai,"$2,490,000.00 ",2490,"$1,000.00 ",3,4,25315,Apartment,2021,0,U.A.E,5
Discovery Gardens,Dubai,"$410,000.00 ",828,$495.17 ,1,2,25315,Apartment,2008,0,U.A.E,5
Mohammed Bin Rashid City,Dubai,"$799,000.00 ",493,"$1,620.69 ",1,1,25315,Apartment,2005,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$395,000.00 ",450,$877.78 ,0,1,25314,Apartment,2008,0,U.A.E,4
Business Bay,Dubai,"$1,510,000.00 ",1741,$867.32 ,2,3,25315,Apartment,2008,0,U.A.E,4
Business Bay,Dubai,"$1,500,000.00 ",1741,$861.57 ,2,3,25314,Apartment,2021,0,U.A.E,4
Dubai Marina,Dubai,"$1,350,000.00 ",1105,"$1,221.72 ",2,2,25315,Apartment,2008,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$349,000.00 ",400,$872.50 ,1,1,25315,Apartment,2006,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$426,000.00 ",390,"$1,092.31 ",0,1,25315,Apartment,2006,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$5,650,000.00 ",2898,"$1,949.62 ",5,4,25315,Apartment,2015,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$3,100,000.00 ",2918,"$1,062.37 ",4,3,25315,Apartment,2019,0,U.A.E,5
Dubai Marina,Dubai,"$5,500,000.00 ",3277,"$1,678.36 ",5,4,25314,Apartment,2022,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$620,190.00 ",840,$738.32 ,1,2,25314,Apartment,2014,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$759,000.00 ",895,$848.04 ,2,3,25314,Apartment,2005,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,190,500.00 ",1575,$755.87 ,3,4,25315,Apartment,2015,0,U.A.E,4
Dubai Marina,Dubai,"$1,600,000.00 ",1480,"$1,081.08 ",2,3,25314,Apartment,2006,0,U.A.E,5
Dubai Sports City,Dubai,"$450,000.00 ",727,$618.98 ,1,2,25315,Apartment,2016,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$1,395,000.00 ",1807,$772.00 ,3,4,25314,Apartment,2019,0,U.A.E,4
Downtown Dubai,Dubai,"$3,090,000.00 ",1714,"$1,802.80 ",3,4,25314,Apartment,2005,0,U.A.E,4
Downtown Dubai,Dubai,"$4,100,000.00 ",2000,"$2,050.00 ",3,5,25315,Apartment,2010,0,U.A.E,4
Dubai Marina,Dubai,"$800,000.00 ",1739,$460.03 ,2,3,25314,Apartment,2021,0,U.A.E,5
Dubai Marina,Dubai,"$720,000.00 ",941,$765.14 ,1,2,25315,Apartment,2016,0,U.A.E,5
Town Square,Dubai,"$494,999.00 ",581,$851.98 ,1,1,25315,Apartment,2007,0,U.A.E,4
Dubai Marina,Dubai,"$780,000.00 ",542,"$1,439.11 ",0,1,25314,Apartment,2016,0,U.A.E,5
Palm Jumeirah,Dubai,"$4,800,000.00 ",2873,"$1,670.73 ",3,4,25314,Apartment,2017,0,U.A.E,5
The Views,Dubai,"$1,250,000.00 ",1722,$725.90 ,2,3,25315,Apartment,2017,0,U.A.E,5
Dubai Marina,Dubai,"$1,499,998.00 ",2352,$637.75 ,2,2,25315,Apartment,2013,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$349,999.00 ",584,$599.31 ,1,2,25315,Apartment,2008,0,U.A.E,4
Town Square,Dubai,"$1,420,888.00 ",1438,$988.10 ,3,3,25315,Apartment,2020,0,U.A.E,5
Town Square,Dubai,"$725,888.00 ",700,"$1,036.98 ",1,2,25314,Apartment,2005,0,U.A.E,4
Town Square,Dubai,"$1,010,888.00 ",1655,$610.81 ,2,2,25314,Apartment,2018,0,U.A.E,5
The Hills,Dubai,"$2,400,000.00 ",1780,"$1,348.31 ",3,3,25314,Apartment,2015,0,U.A.E,4
Dubai Marina,Dubai,"$1,650,000.00 ",1861,$886.62 ,1,1,25315,Apartment,2015,0,U.A.E,4
Business Bay,Dubai,"$1,698,000.00 ",1512,"$1,123.02 ",2,3,25314,Apartment,2016,0,U.A.E,5
Bluewaters,Dubai,"$1,800,000.00 ",1117,"$1,611.46 ",1,2,25314,Apartment,2011,0,U.A.E,5
Jumeirah,Dubai,"$1,737,000.00 ",1163,"$1,493.55 ",2,3,25314,Apartment,2006,0,U.A.E,4
Jumeirah,Dubai,"$1,271,000.00 ",732,"$1,736.34 ",1,2,25314,Apartment,2019,0,U.A.E,5
Jumeirah,Dubai,"$4,127,000.00 ",1966,"$2,099.19 ",3,4,25315,Apartment,2010,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$1,230,000.00 ",1294,$950.54 ,2,3,25315,Apartment,2007,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$380,000.00 ",679,$559.65 ,1,1,25314,Apartment,2022,0,U.A.E,4
Downtown Dubai,Dubai,"$940,000.00 ",915,"$1,027.32 ",1,1,25315,Apartment,2016,0,U.A.E,4
Business Bay,Dubai,"$2,600,000.00 ",2791,$931.57 ,4,6,25315,Apartment,2013,0,U.A.E,5
Business Bay,Dubai,"$1,789,999.00 ",2050,$873.17 ,3,5,25314,Apartment,2013,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$690,000.00 ",714,$966.39 ,0,1,25314,Apartment,2020,0,U.A.E,4
Downtown Dubai,Dubai,"$2,100,000.00 ",1624,"$1,293.10 ",2,2,25315,Apartment,2021,0,U.A.E,4
Downtown Dubai,Dubai,"$2,100,000.00 ",1539,"$1,364.52 ",2,2,25315,Apartment,2023,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,600,000.00 ",1144,"$1,398.60 ",1,2,25314,Apartment,2017,0,U.A.E,5
Al Furjan,Dubai,"$625,000.00 ",823,$759.42 ,1,2,25314,Apartment,2014,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$658,000.00 ",733,$897.68 ,1,2,25315,Apartment,2009,0,U.A.E,5
Arjan,Dubai,"$845,000.00 ",859,$983.70 ,1,2,25314,Apartment,2017,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$399,990.00 ",504,$793.63 ,0,1,25314,Apartment,2021,0,U.A.E,5
Dubai Marina,Dubai,"$1,550,000.00 ",860,"$1,802.33 ",1,2,25315,Apartment,2022,0,U.A.E,5
Dubai Marina,Dubai,"$2,299,000.00 ",2328,$987.54 ,3,4,25314,Apartment,2017,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$4,100,000.00 ",1800,"$2,277.78 ",2,2,25315,Apartment,2017,0,U.A.E,4
Downtown Dubai,Dubai,"$12,949,888.00 ",3056,"$4,237.53 ",4,4,25314,Apartment,2008,0,U.A.E,5
Business Bay,Dubai,"$890,000.00 ",1155,$770.56 ,1,2,25314,Apartment,2019,0,U.A.E,4
Dubai Marina,Dubai,"$2,140,000.00 ",1736,"$1,232.72 ",3,3,25314,Apartment,2020,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$701,150.00 ",758,$925.00 ,1,2,25314,Apartment,2016,0,U.A.E,5
Dubai Marina,Dubai,"$1,100,000.00 ",1120,$982.14 ,2,2,25314,Apartment,2020,0,U.A.E,5
Downtown Dubai,Dubai,"$2,999,900.00 ",1888,"$1,588.93 ",2,2,25315,Apartment,2021,0,U.A.E,5
Downtown Dubai,Dubai,"$1,724,900.00 ",1096,"$1,573.81 ",1,2,25315,Apartment,2023,0,U.A.E,4
Discovery Gardens,Dubai,"$419,000.00 ",990,$423.23 ,1,2,25315,Apartment,2017,0,U.A.E,4
Dubai Marina,Dubai,"$1,250,000.00 ",1140,"$1,096.49 ",1,2,25314,Apartment,2017,0,U.A.E,5
International City,Dubai,"$415,000.00 ",796,$521.36 ,1,2,25314,Apartment,2019,0,U.A.E,4
Dubai Production City (IMPZ),Dubai,"$340,000.00 ",828,$410.63 ,1,2,25315,Apartment,2008,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$1,254,462.00 ",1378,$910.35 ,2,3,25315,Apartment,2022,0,U.A.E,4
Dubai Silicon Oasis,Dubai,"$250,000.00 ",353,$708.22 ,0,1,25314,Apartment,2019,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$750,000.00 ",1478,$507.44 ,2,4,25314,Apartment,2017,0,U.A.E,4
Dubai Marina,Dubai,"$1,318,000.00 ",1255,"$1,050.20 ",2,2,25314,Apartment,2012,0,U.A.E,4
Arjan,Dubai,"$430,000.00 ",468,$918.80 ,0,1,25315,Apartment,2014,0,U.A.E,4
Downtown Dubai,Dubai,"$2,100,000.00 ",1049,"$2,001.91 ",1,2,25314,Apartment,2016,0,U.A.E,5
Downtown Dubai,Dubai,"$2,949,900.00 ",1778,"$1,659.11 ",2,3,25315,Apartment,2016,0,U.A.E,4
Greens,Dubai,"$1,300,000.00 ",1441,$902.15 ,2,2,25315,Apartment,2018,0,U.A.E,5
Dubai Marina,Dubai,"$1,300,000.00 ",1330,$977.44 ,2,2,25315,Apartment,2016,0,U.A.E,5
Motor City,Dubai,"$950,000.00 ",1413,$672.33 ,2,3,25315,Apartment,2016,0,U.A.E,4
Dubai Marina,Dubai,"$1,075,000.00 ",662,"$1,623.87 ",1,2,25315,Apartment,2013,0,U.A.E,4
Dubai Marina,Dubai,"$730,000.00 ",761,$959.26 ,1,2,25314,Apartment,2022,0,U.A.E,5
Business Bay,Dubai,"$870,000.00 ",981,$886.85 ,2,3,25315,Apartment,2013,0,U.A.E,4
Downtown Dubai,Dubai,"$7,500,000.00 ",2704,"$2,773.67 ",4,5,25315,Apartment,2017,0,U.A.E,4
Dubai Harbour,Dubai,"$1,900,000.00 ",1139,"$1,668.13 ",2,2,25315,Apartment,2021,0,U.A.E,5
Dubai Marina,Dubai,"$875,000.00 ",964,$907.68 ,2,2,25315,Apartment,2018,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,550,000.00 ",1777,$872.26 ,2,3,25314,Apartment,2010,0,U.A.E,5
Jumeirah,Dubai,"$27,500,000.00 ",6735,"$4,083.15 ",4,5,25314,Apartment,2020,0,U.A.E,4
Dubai Silicon Oasis,Dubai,"$1,200,000.00 ",2168,$553.51 ,3,5,25314,Apartment,2012,0,U.A.E,4
Downtown Dubai,Dubai,"$3,600,000.00 ",880,"$4,090.91 ",1,2,25314,Apartment,2023,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$875,000.00 ",1380,$634.06 ,2,2,25315,Apartment,2009,0,U.A.E,4
DIFC,Dubai,"$2,100,000.00 ",1836,"$1,143.79 ",2,2,25314,Apartment,2023,0,U.A.E,4
Dubai Land,Dubai,"$475,000.00 ",1054,$450.66 ,2,2,25315,Apartment,2021,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$3,400,000.00 ",2918,"$1,165.18 ",4,4,25314,Apartment,2016,0,U.A.E,5
Downtown Dubai,Dubai,"$5,500,000.00 ",2728,"$2,016.13 ",3,4,25314,Apartment,2016,0,U.A.E,5
Downtown Dubai,Dubai,"$2,360,000.00 ",1712,"$1,378.50 ",2,2,25315,Apartment,2005,0,U.A.E,5
Al Furjan,Dubai,"$989,888.00 ",1400,$707.06 ,2,3,25314,Apartment,2012,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$1,253,980.00 ",1378,$910.00 ,2,3,25314,Apartment,2007,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$712,250.00 ",770,$925.00 ,1,2,25314,Apartment,2017,0,U.A.E,5
Culture Village,Dubai,"$6,800,000.00 ",4070,"$1,670.76 ",4,4,25315,Apartment,2008,0,U.A.E,4
Dubai Marina,Dubai,"$1,200,000.00 ",1291,$929.51 ,2,3,25315,Apartment,2018,0,U.A.E,4
Downtown Dubai,Dubai,"$4,500,000.00 ",2360,"$1,906.78 ",3,4,25314,Apartment,2023,0,U.A.E,5
Downtown Dubai,Dubai,"$1,850,000.00 ",982,"$1,883.91 ",1,2,25314,Apartment,2008,0,U.A.E,4
Dubai Marina,Dubai,"$3,100,000.00 ",1806,"$1,716.50 ",3,4,25314,Apartment,2018,0,U.A.E,4
Dubai Harbour,Dubai,"$1,100,000.00 ",655,"$1,679.39 ",1,2,25314,Apartment,2011,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$1,275,000.00 ",1435,$888.50 ,2,4,25314,Apartment,2014,0,U.A.E,5
Downtown Dubai,Dubai,"$8,500,000.00 ",3077,"$2,762.43 ",5,5,25314,Apartment,2010,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$1,050,000.00 ",1350,$777.78 ,1,2,25314,Apartment,2018,0,U.A.E,4
Dubai Marina,Dubai,"$700,000.00 ",975,$717.95 ,1,2,25314,Apartment,2011,0,U.A.E,4
Al Furjan,Dubai,"$900,000.00 ",1504,$598.40 ,2,2,25315,Apartment,2009,0,U.A.E,5
Business Bay,Dubai,"$1,200,000.00 ",1332,$900.90 ,2,3,25315,Apartment,2016,0,U.A.E,4
Business Bay,Dubai,"$1,210,000.00 ",1567,$772.18 ,1,2,25314,Apartment,2021,0,U.A.E,5
Greens,Dubai,"$950,000.00 ",1094,$868.37 ,2,2,25314,Apartment,2013,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$1,250,000.00 ",1388,$900.58 ,2,3,25315,Apartment,2023,0,U.A.E,4
Downtown Dubai,Dubai,"$2,350,000.00 ",1447,"$1,624.05 ",2,3,25314,Apartment,2010,0,U.A.E,4
DIFC,Dubai,"$2,700,000.00 ",2070,"$1,304.35 ",3,3,25314,Apartment,2021,0,U.A.E,5
Downtown Dubai,Dubai,"$1,900,000.00 ",1300,"$1,461.54 ",2,3,25315,Apartment,2020,0,U.A.E,4
Greens,Dubai,"$1,050,000.00 ",1408,$745.74 ,2,2,25315,Apartment,2015,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,500,000.00 ",1583,$947.57 ,2,3,25315,Apartment,2019,0,U.A.E,5
Dubai Marina,Dubai,"$1,900,000.00 ",1443,"$1,316.70 ",2,2,25315,Apartment,2008,0,U.A.E,4
Downtown Dubai,Dubai,"$2,789,900.00 ",1546,"$1,804.59 ",2,3,25315,Apartment,2005,0,U.A.E,4
Downtown Dubai,Dubai,"$3,600,000.00 ",2081,"$1,729.94 ",3,4,25314,Apartment,2005,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$865,000.00 ",1249,$692.55 ,2,2,25314,Apartment,2020,0,U.A.E,4
Dubai Land,Dubai,"$520,000.00 ",1039,$500.48 ,2,3,25315,Apartment,2007,0,U.A.E,4
Dubai Sports City,Dubai,"$425,000.00 ",682,$623.17 ,1,1,25314,Apartment,2009,0,U.A.E,4
Dubai Creek Harbour (The Lagoons),Dubai,"$3,159,888.00 ",1589,"$1,988.60 ",3,3,25314,Apartment,2006,0,U.A.E,5
Downtown Dubai,Dubai,"$2,000,000.00 ",1400,"$1,428.57 ",2,3,25315,Apartment,2018,0,U.A.E,5
Dubai Marina,Dubai,"$1,250,000.00 ",1734,$720.88 ,3,3,25314,Apartment,2022,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$1,275,000.00 ",2031,$627.77 ,2,4,25315,Apartment,2015,0,U.A.E,4
The Views,Dubai,"$1,548,000.00 ",1318,"$1,174.51 ",2,2,25314,Apartment,2013,0,U.A.E,4
Motor City,Dubai,"$625,000.00 ",919,$680.09 ,1,2,25315,Apartment,2019,0,U.A.E,4
Dubai Sports City,Dubai,"$520,000.00 ",922,$563.99 ,1,2,25314,Apartment,2020,0,U.A.E,5
Dubai Sports City,Dubai,"$465,000.00 ",813,$571.96 ,1,2,25315,Apartment,2009,0,U.A.E,5
Dubai Marina,Dubai,"$1,400,000.00 ",1376,"$1,017.44 ",2,3,25315,Apartment,2005,0,U.A.E,5
Dubai Marina,Dubai,"$949,000.00 ",958,$990.61 ,1,2,25314,Apartment,2013,0,U.A.E,5
