Suburb,City,Price,SQFT,Price_per_sqft,Bedrooms,Bathrooms,Zip Code,House Type,Built,Remodeled,Country,Condition
Palm Jumeirah,Dubai,"$3,175,000.00 ",2281,"$1,391.93 ",3,4,25315,Apartment,2018,0,U.A.E,5
Dubai Marina,Dubai,"$1,500,000.00 ",1525,$983.61 ,2,3,25315,Apartment,2023,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,850,000.00 ",935,"$1,978.61 ",1,2,25314,Apartment,2015,0,U.A.E,4
Dubai Hills Estate,Dubai,"$990,000.00 ",722,"$1,371.19 ",1,1,25315,Apartment,2020,0,U.A.E,5
Dubai Hills Estate,Dubai,"$750,000.00 ",648,"$1,157.41 ",1,1,25314,Apartment,2020,0,U.A.E,5
Business Bay,Dubai,"$900,000.00 ",1036,$868.73 ,1,1,25314,Apartment,2017,0,U.A.E,5
Jumeirah,Dubai,"$1,700,000.00 ",1164,"$1,460.48 ",2,3,25315,Apartment,2009,0,U.A.E,4
Jumeirah,Dubai,"$1,271,000.00 ",732,"$1,736.34 ",1,2,25315,Apartment,2017,0,U.A.E,4
Town Square,Dubai,"$485,000.00 ",603,$804.31 ,1,1,25315,Apartment,2007,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,125,000.00 ",1300,$865.38 ,1,1,25314,Apartment,2013,0,U.A.E,4
Downtown Dubai,Dubai,"$1,000,000.00 ",681,"$1,468.43 ",1,2,25314,Apartment,2009,0,U.A.E,5
Business Bay,Dubai,"$700,000.00 ",563,"$1,243.34 ",0,1,25315,Apartment,2015,0,U.A.E,5
Business Bay,Dubai,"$725,000.00 ",692,"$1,047.69 ",0,1,25315,Apartment,2023,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,300,000.00 ",1799,$722.62 ,2,3,25315,Apartment,2009,0,U.A.E,5
Al Barsha,Dubai,"$778,000.00 ",730,"$1,065.75 ",1,2,25314,Apartment,2010,0,U.A.E,5
Dubai Marina,Dubai,"$2,099,999.00 ",1382,"$1,519.54 ",2,3,25315,Apartment,2007,0,U.A.E,5
Palm Jumeirah,Dubai,"$17,910,000.00 ",6246,"$2,867.44 ",4,5,25315,Apartment,2017,0,U.A.E,5
Palm Jumeirah,Dubai,"$15,460,000.00 ",4331,"$3,569.61 ",3,4,25314,Apartment,2007,0,U.A.E,5
Al Furjan,Dubai,"$700,000.00 ",1000,$700.00 ,2,3,25314,Apartment,2007,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$450,000.00 ",500,$900.00 ,0,1,25315,Apartment,2019,0,U.A.E,5
Downtown Dubai,Dubai,"$1,275,000.00 ",1282,$994.54 ,2,3,25314,Apartment,2014,0,U.A.E,5
Palm Jumeirah,Dubai,"$15,490,000.00 ",3944,"$3,927.48 ",3,4,25314,Apartment,2010,0,U.A.E,5
Palm Jumeirah,Dubai,"$15,830,000.00 ",3554,"$4,454.14 ",3,4,25314,Apartment,2020,0,U.A.E,4
Palm Jumeirah,Dubai,"$15,910,000.00 ",3492,"$4,556.13 ",4,5,25315,Apartment,2016,0,U.A.E,4
Palm Jumeirah,Dubai,"$21,990,000.00 ",6252,"$3,517.27 ",4,5,25314,Apartment,2020,0,U.A.E,4
Palm Jumeirah,Dubai,"$21,870,000.00 ",5188,"$4,215.50 ",4,5,25315,Apartment,2019,0,U.A.E,4
Palm Jumeirah,Dubai,"$22,640,000.00 ",5505,"$4,112.62 ",4,5,25315,Apartment,2009,0,U.A.E,5
Mohammed Bin Rashid City,Dubai,"$1,246,305.00 ",780,"$1,597.83 ",1,2,25315,Apartment,2010,0,U.A.E,5
Mohammed Bin Rashid City,Dubai,"$2,085,804.00 ",1109,"$1,880.80 ",2,3,25314,Apartment,2014,0,U.A.E,4
Mohammed Bin Rashid City,Dubai,"$1,246,305.00 ",780,"$1,597.83 ",1,2,25315,Apartment,2010,0,U.A.E,5
Dubai Hills Estate,Dubai,"$1,400,000.00 ",1358,"$1,030.93 ",2,2,25315,Apartment,2018,0,U.A.E,4
Palm Jumeirah,Dubai,"$2,850,000.00 ",1350,"$2,111.11 ",2,2,25315,Apartment,2021,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,100,000.00 ",1144,$961.54 ,1,1,25315,Apartment,2016,0,U.A.E,5
Palm Jumeirah,Dubai,"$3,800,000.00 ",4053,$937.58 ,3,3,25314,Apartment,2015,0,U.A.E,5
Business Bay,Dubai,"$1,100,000.00 ",952,"$1,155.46 ",1,2,25314,Apartment,2007,0,U.A.E,5
Greens,Dubai,"$650,000.00 ",767,$847.46 ,1,1,25314,Apartment,2016,0,U.A.E,5
Palm Jumeirah,Dubai,"$17,130,000.00 ",4595,"$3,727.97 ",3,4,25315,Apartment,2012,0,U.A.E,5
Palm Jumeirah,Dubai,"$22,260,000.00 ",4923,"$4,521.63 ",4,5,25315,Apartment,2018,0,U.A.E,4
Business Bay,Dubai,"$490,000.00 ",563,$870.34 ,0,1,25315,Apartment,2016,0,U.A.E,4
Dubai Hills Estate,Dubai,"$2,800,000.00 ",1993,"$1,404.92 ",3,4,25314,Apartment,2022,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$450,000.00 ",1105,$407.24 ,1,2,25315,Apartment,2016,0,U.A.E,4
Town Square,Dubai,"$1,400,000.00 ",1450,$965.52 ,3,3,25315,Apartment,2021,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$1,700,000.00 ",1992,$853.41 ,2,2,25315,Apartment,2016,0,U.A.E,4
Palm Jumeirah,Dubai,"$3,000,000.00 ",2279,"$1,316.37 ",3,4,25315,Apartment,2019,0,U.A.E,5
Town Square,Dubai,"$1,125,888.00 ",1850,$608.59 ,3,4,25315,Apartment,2009,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$1,150,000.00 ",1396,$823.78 ,2,3,25314,Apartment,2022,0,U.A.E,5
Dubai Marina,Dubai,"$1,499,000.00 ",1721,$871.01 ,3,3,25315,Apartment,2019,0,U.A.E,5
Al Sufouh,Dubai,"$990,000.00 ",722,"$1,371.19 ",1,2,25315,Apartment,2019,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$1,400,000.00 ",1680,$833.33 ,2,4,25315,Apartment,2023,0,U.A.E,4
Town Square,Dubai,"$590,888.00 ",546,"$1,082.21 ",1,2,25314,Apartment,2005,0,U.A.E,4
Dubai Hills Estate,Dubai,"$749,888.00 ",482,"$1,555.78 ",1,2,25314,Apartment,2011,0,U.A.E,4
Mohammed Bin Rashid City,Dubai,"$796,195.00 ",493,"$1,615.00 ",1,1,25314,Apartment,2012,0,U.A.E,5
Meydan,Dubai,"$700,000.00 ",835,$838.32 ,1,2,25315,Apartment,2019,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,055,000.00 ",1173,$899.40 ,1,1,25314,Apartment,2013,0,U.A.E,4
Town Square,Dubai,"$1,100,000.00 ",1462,$752.39 ,3,3,25314,Apartment,2023,0,U.A.E,4
Downtown Dubai,Dubai,"$3,600,000.00 ",2583,"$1,393.73 ",3,4,25314,Apartment,2023,0,U.A.E,5
Dubai Marina,Dubai,"$1,575,000.00 ",1150,"$1,369.57 ",2,3,25314,Apartment,2022,0,U.A.E,5
Greens,Dubai,"$2,000,000.00 ",1693,"$1,181.33 ",2,3,25315,Apartment,2020,0,U.A.E,5
Dubai Hills Estate,Dubai,"$900,000.00 ",1000,$900.00 ,1,2,25314,Apartment,2009,0,U.A.E,4
Dubai Marina,Dubai,"$2,099,999.00 ",1381,"$1,520.64 ",2,3,25315,Apartment,2007,0,U.A.E,5
Al Furjan,Dubai,"$420,000.00 ",442,$950.23 ,0,1,25315,Apartment,2008,0,U.A.E,5
Business Bay,Dubai,"$849,999.00 ",685,"$1,240.87 ",1,2,25315,Apartment,2006,0,U.A.E,4
Downtown Dubai,Dubai,"$4,900,000.00 ",2157,"$2,271.67 ",3,4,25314,Apartment,2010,0,U.A.E,5
Greens,Dubai,"$750,000.00 ",758,$989.45 ,1,1,25315,Apartment,2010,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,900,000.00 ",2223,$854.70 ,3,4,25314,Apartment,2007,0,U.A.E,4
Meydan,Dubai,"$1,400,000.00 ",1534,$912.65 ,2,3,25314,Apartment,2011,0,U.A.E,4
Jumeirah,Dubai,"$1,780,000.00 ",1200,"$1,483.33 ",2,2,25315,Apartment,2015,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,754,888.00 ",1131,"$1,551.63 ",2,3,25314,Apartment,2009,0,U.A.E,5
Downtown Dubai,Dubai,"$2,350,000.00 ",1858,"$1,264.80 ",2,3,25315,Apartment,2005,0,U.A.E,5
Palm Jumeirah,Dubai,"$2,350,000.00 ",2524,$931.06 ,3,4,25314,Apartment,2005,0,U.A.E,5
Dubai Marina,Dubai,"$1,100,000.00 ",1005,"$1,094.53 ",1,2,25314,Apartment,2016,0,U.A.E,4
Old Town,Dubai,"$1,095,000.00 ",781,"$1,402.05 ",1,1,25315,Apartment,2008,0,U.A.E,5
Town Square,Dubai,"$525,000.00 ",697,$753.23 ,1,1,25314,Apartment,2013,0,U.A.E,5
Jumeirah,Dubai,"$1,290,000.00 ",831,"$1,552.35 ",1,2,25314,Apartment,2015,0,U.A.E,4
Town Square,Dubai,"$500,000.00 ",589,$848.90 ,1,1,25314,Apartment,2014,0,U.A.E,5
Dubai Marina,Dubai,"$990,000.00 ",1500,$660.00 ,2,3,25314,Apartment,2023,0,U.A.E,4
Downtown Dubai,Dubai,"$1,025,000.00 ",740,"$1,385.14 ",1,2,25314,Apartment,2013,0,U.A.E,5
Dubai Hills Estate,Dubai,"$761,888.00 ",486,"$1,567.67 ",1,2,25315,Apartment,2005,0,U.A.E,4
Downtown Dubai,Dubai,"$18,614,888.00 ",5383,"$3,458.09 ",4,5,25315,Apartment,2017,0,U.A.E,4
Downtown Dubai,Dubai,"$1,430,000.00 ",723,"$1,977.87 ",1,2,25315,Apartment,2023,0,U.A.E,4
The Views,Dubai,"$1,550,000.00 ",1418,"$1,093.09 ",2,2,25315,Apartment,2012,0,U.A.E,5
Downtown Dubai,Dubai,"$2,750,000.00 ",1236,"$2,224.92 ",2,3,25314,Apartment,2014,0,U.A.E,4
Downtown Dubai,Dubai,"$1,150,000.00 ",713,"$1,612.90 ",1,1,25314,Apartment,2006,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,150,000.00 ",1184,$971.28 ,1,1,25315,Apartment,2008,0,U.A.E,5
Palm Jumeirah,Dubai,"$2,000,000.00 ",2164,$924.21 ,2,3,25315,Apartment,2022,0,U.A.E,5
Dubai Hills Estate,Dubai,"$1,290,000.00 ",1362,$947.14 ,2,3,25314,Apartment,2018,0,U.A.E,4
Downtown Dubai,Dubai,"$1,700,000.00 ",934,"$1,820.13 ",2,3,25314,Apartment,2015,0,U.A.E,5
Dubai Marina,Dubai,"$2,349,000.00 ",2979,$788.52 ,3,4,25314,Apartment,2012,0,U.A.E,4
Business Bay,Dubai,"$1,976,504.00 ",1165,"$1,696.57 ",1,2,25315,Apartment,2013,0,U.A.E,5
Downtown Dubai,Dubai,"$1,900,000.00 ",1538,"$1,235.37 ",2,3,25314,Apartment,2016,0,U.A.E,4
Business Bay,Dubai,"$610,000.00 ",477,"$1,278.83 ",0,1,25314,Apartment,2018,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,900,000.00 ",1890,"$1,005.29 ",2,2,25314,Apartment,2020,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,100,000.00 ",1101,$999.09 ,1,2,25314,Apartment,2015,0,U.A.E,5
Dubai Sports City,Dubai,"$429,000.00 ",460,$932.61 ,0,2,25314,Apartment,2020,0,U.A.E,4
The Views,Dubai,"$1,300,000.00 ",1342,$968.70 ,2,2,25314,Apartment,2006,0,U.A.E,5
Dubai Marina,Dubai,"$1,460,000.00 ",868,"$1,682.03 ",1,2,25315,Apartment,2012,0,U.A.E,5
Palm Jumeirah,Dubai,"$3,450,000.00 ",2260,"$1,526.55 ",3,3,25315,Apartment,2021,0,U.A.E,4
The Views,Dubai,"$1,999,999.00 ",1660,"$1,204.82 ",3,4,25314,Apartment,2010,0,U.A.E,5
Dubai Marina,Dubai,"$1,650,000.00 ",1860,$887.10 ,1,2,25314,Apartment,2016,0,U.A.E,5
Jumeirah,Dubai,"$7,000,000.00 ",1934,"$3,619.44 ",2,2,25314,Apartment,2010,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$820,000.00 ",640,"$1,281.25 ",1,1,25314,Apartment,2012,0,U.A.E,4
Downtown Dubai,Dubai,"$1,525,000.00 ",1740,$876.44 ,2,2,25315,Apartment,2012,0,U.A.E,4
Dubai Hills Estate,Dubai,"$1,299,999.00 ",1361,$955.18 ,2,3,25314,Apartment,2011,0,U.A.E,4
The Views,Dubai,"$950,000.00 ",863,"$1,100.81 ",1,1,25315,Apartment,2008,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,850,000.00 ",1070,"$1,728.97 ",1,2,25314,Apartment,2012,0,U.A.E,4
Jumeirah,Dubai,"$7,600,000.00 ",2093,"$3,631.15 ",2,4,25314,Apartment,2011,0,U.A.E,5
DIFC,Dubai,"$1,500,000.00 ",968,"$1,549.59 ",1,2,25315,Apartment,2018,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,850,000.00 ",2055,$900.24 ,2,4,25314,Apartment,2019,0,U.A.E,4
DIFC,Dubai,"$3,250,000.00 ",2087,"$1,557.26 ",2,3,25314,Apartment,2023,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$670,000.00 ",910,$736.26 ,1,2,25314,Apartment,2012,0,U.A.E,4
Dubai Marina,Dubai,"$850,000.00 ",760,"$1,118.42 ",2,2,25314,Apartment,2016,0,U.A.E,5
Dubai Festival City,Dubai,"$3,250,000.00 ",4071,$798.33 ,3,4,25315,Apartment,2005,0,U.A.E,5
Old Town,Dubai,"$1,500,000.00 ",1313,"$1,142.42 ",2,3,25314,Apartment,2020,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,950,000.00 ",1040,"$1,875.00 ",1,2,25315,Apartment,2007,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$2,300,000.00 ",1704,"$1,349.77 ",2,3,25314,Apartment,2017,0,U.A.E,4
Palm Jumeirah,Dubai,"$2,500,000.00 ",2177,"$1,148.37 ",3,3,25315,Apartment,2006,0,U.A.E,4
Dubai Marina,Dubai,"$1,400,000.00 ",1206,"$1,160.86 ",2,3,25314,Apartment,2023,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,150,000.00 ",1778,$646.79 ,2,2,25315,Apartment,2019,0,U.A.E,5
Dubai Marina,Dubai,"$1,300,000.00 ",950,"$1,368.42 ",1,2,25314,Apartment,2011,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$545,000.00 ",680,$801.47 ,1,2,25315,Apartment,2017,0,U.A.E,5
Dubai Marina,Dubai,"$1,400,000.00 ",1302,"$1,075.27 ",2,3,25315,Apartment,2010,0,U.A.E,5
Dubai Marina,Dubai,"$2,200,000.00 ",1748,"$1,258.58 ",3,3,25315,Apartment,2022,0,U.A.E,4
DIFC,Dubai,"$1,300,000.00 ",938,"$1,385.93 ",1,2,25314,Apartment,2005,0,U.A.E,5
Dubai Marina,Dubai,"$800,000.00 ",908,$881.06 ,1,2,25314,Apartment,2023,0,U.A.E,5
The Views,Dubai,"$850,000.00 ",733,"$1,159.62 ",1,1,25314,Apartment,2023,0,U.A.E,4
Dubai Marina,Dubai,"$1,540,000.00 ",772,"$1,994.82 ",1,2,25314,Apartment,2013,0,U.A.E,4
Jebel Ali,Dubai,"$550,000.00 ",970,$567.01 ,2,3,25315,Apartment,2023,0,U.A.E,4
DIFC,Dubai,"$2,600,000.00 ",2119,"$1,226.99 ",3,4,25315,Apartment,2006,0,U.A.E,4
Dubai Marina,Dubai,"$700,000.00 ",915,$765.03 ,1,2,25314,Apartment,2012,0,U.A.E,5
Downtown Dubai,Dubai,"$1,100,000.00 ",855,"$1,286.55 ",1,2,25315,Apartment,2007,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$699,999.00 ",929,$753.50 ,1,2,25315,Apartment,2021,0,U.A.E,5
Dubai Marina,Dubai,"$1,900,000.00 ",975,"$1,948.72 ",1,2,25315,Apartment,2021,0,U.A.E,4
Greens,Dubai,"$900,000.00 ",1093,$823.42 ,2,2,25315,Apartment,2007,0,U.A.E,5
Dubai Creek Harbour (The Lagoons),Dubai,"$2,949,999.00 ",2309,"$1,277.61 ",3,5,25314,Apartment,2016,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$980,000.00 ",1080,$907.41 ,1,2,25315,Apartment,2013,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$350,000.00 ",437,$800.92 ,0,1,25314,Apartment,2014,0,U.A.E,5
Palm Jumeirah,Dubai,"$2,500,000.00 ",2439,"$1,025.01 ",3,3,25314,Apartment,2018,0,U.A.E,5
Palm Jumeirah,Dubai,"$34,314,000.00 ",9576,"$3,583.33 ",4,5,25314,Apartment,2016,0,U.A.E,5
Downtown Dubai,Dubai,"$3,050,000.00 ",1851,"$1,647.76 ",3,3,25315,Apartment,2019,0,U.A.E,5
Downtown Dubai,Dubai,"$1,650,000.00 ",1105,"$1,493.21 ",2,2,25315,Apartment,2015,0,U.A.E,4
The Views,Dubai,"$850,000.00 ",748,"$1,136.36 ",1,2,25315,Apartment,2021,0,U.A.E,5
Al Barari,Dubai,"$3,350,000.00 ",3017,"$1,110.37 ",2,3,25315,Apartment,2006,0,U.A.E,5
Dubai Hills Estate,Dubai,"$1,749,510.00 ",1602,"$1,092.08 ",3,4,25315,Apartment,2013,0,U.A.E,4
Downtown Dubai,Dubai,"$1,100,000.00 ",965,"$1,139.90 ",1,2,25314,Apartment,2015,0,U.A.E,5
Dubai Marina,Dubai,"$1,950,000.00 ",1347,"$1,447.66 ",2,3,25314,Apartment,2014,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$815,000.00 ",779,"$1,046.21 ",1,2,25314,Apartment,2008,0,U.A.E,5
The Views,Dubai,"$849,000.00 ",754,"$1,125.99 ",1,1,25314,Apartment,2008,0,U.A.E,4
Palm Jumeirah,Dubai,"$2,120,000.00 ",1465,"$1,447.10 ",2,3,25314,Apartment,2005,0,U.A.E,4
Downtown Dubai,Dubai,"$1,750,000.00 ",1400,"$1,250.00 ",2,2,25315,Apartment,2018,0,U.A.E,5
Dubai Hills Estate,Dubai,"$808,255.00 ",648,"$1,247.31 ",1,1,25315,Apartment,2016,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$2,300,000.00 ",1703,"$1,350.56 ",2,2,25315,Apartment,2006,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$1,675,000.00 ",2326,$720.12 ,4,4,25315,Apartment,2022,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$1,373,000.00 ",1909,$719.22 ,3,3,25315,Apartment,2013,0,U.A.E,4
Jumeirah,Dubai,"$1,980,000.00 ",1703,"$1,162.65 ",2,3,25315,Apartment,2008,0,U.A.E,5
Palm Jumeirah,Dubai,"$2,200,000.00 ",1709,"$1,287.30 ",2,3,25314,Apartment,2006,0,U.A.E,5
Dubai Marina,Dubai,"$1,850,000.00 ",1347,"$1,373.42 ",2,3,25314,Apartment,2023,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$1,500,000.00 ",1903,$788.23 ,3,3,25314,Apartment,2019,0,U.A.E,4
Al Furjan,Dubai,"$1,055,093.00 ",1191,$885.89 ,2,3,25315,Apartment,2015,0,U.A.E,5
Al Furjan,Dubai,"$568,801.00 ",750,$758.40 ,1,2,25315,Apartment,2017,0,U.A.E,5
Dubai Hills Estate,Dubai,"$2,650,000.00 ",2127,"$1,245.89 ",3,5,25315,Apartment,2007,0,U.A.E,5
Falcon City of Wonders,Dubai,"$540,000.00 ",356,"$1,516.85 ",0,1,25314,Apartment,2010,0,U.A.E,4
Mohammed Bin Rashid City,Dubai,"$1,253,686.00 ",747,"$1,678.29 ",2,2,25314,Apartment,2021,0,U.A.E,4
Palm Jumeirah,Dubai,"$4,400,000.00 ",2005,"$2,194.51 ",3,2,25315,Apartment,2015,0,U.A.E,5
Downtown Dubai,Dubai,"$1,000,000.00 ",833,"$1,200.48 ",1,2,25315,Apartment,2013,0,U.A.E,5
DAMAC Hills,Dubai,"$550,000.00 ",635,$866.14 ,0,1,25314,Apartment,2017,0,U.A.E,4
Motor City,Dubai,"$675,000.00 ",1053,$641.03 ,1,2,25314,Apartment,2015,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$1,050,000.00 ",761,"$1,379.76 ",1,2,25314,Apartment,2013,0,U.A.E,4
Dubai Land,Dubai,"$380,000.00 ",929,$409.04 ,1,2,25315,Apartment,2014,0,U.A.E,4
DIFC,Dubai,"$1,225,000.00 ",877,"$1,396.81 ",1,2,25315,Apartment,2018,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$1,720,000.00 ",1929,$891.65 ,3,4,25315,Apartment,2013,0,U.A.E,5
Downtown Dubai,Dubai,"$1,700,000.00 ",1265,"$1,343.87 ",2,2,25315,Apartment,2017,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,230,000.00 ",1116,"$1,102.15 ",1,2,25315,Apartment,2012,0,U.A.E,5
Al Furjan,Dubai,"$739,000.00 ",928,$796.34 ,2,2,25315,Apartment,2013,0,U.A.E,5
World Trade Center,Dubai,"$2,800,000.00 ",2938,$953.03 ,3,3,25314,Apartment,2021,0,U.A.E,4
Dubai Marina,Dubai,"$1,350,000.00 ",1741,$775.42 ,2,3,25315,Apartment,2005,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$850,000.00 ",1184,$717.91 ,1,2,25315,Apartment,2018,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$2,300,000.00 ",1610,"$1,428.57 ",2,3,25315,Apartment,2006,0,U.A.E,5
Downtown Dubai,Dubai,"$1,445,888.00 ",666,"$2,171.00 ",1,2,25314,Apartment,2007,0,U.A.E,5
Mudon,Dubai,"$1,286,000.00 ",986,"$1,304.26 ",2,2,25314,Apartment,2007,0,U.A.E,4
Dubai Marina,Dubai,"$999,950.00 ",922,"$1,084.54 ",1,2,25315,Apartment,2020,0,U.A.E,4
Discovery Gardens,Dubai,"$320,000.00 ",548,$583.94 ,0,1,25314,Apartment,2010,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$1,849,000.00 ",3003,$615.72 ,3,3,25314,Apartment,2021,0,U.A.E,4
Dubai Marina,Dubai,"$1,450,000.00 ",848,"$1,709.91 ",1,1,25315,Apartment,2015,0,U.A.E,4
Motor City,Dubai,"$790,000.00 ",1358,$581.74 ,2,3,25315,Apartment,2007,0,U.A.E,4
Dubai Silicon Oasis,Dubai,"$500,000.00 ",943,$530.22 ,2,2,25315,Apartment,2016,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$830,000.00 ",871,$952.93 ,1,2,25314,Apartment,2010,0,U.A.E,4
Dubai Marina,Dubai,"$1,640,000.00 ",1693,$968.69 ,2,3,25314,Apartment,2012,0,U.A.E,4
Remraam,Dubai,"$475,000.00 ",1157,$410.54 ,1,1,25315,Apartment,2010,0,U.A.E,4
Dubai Marina,Dubai,"$3,200,000.00 ",1822,"$1,756.31 ",3,5,25315,Apartment,2014,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$699,000.00 ",782,$893.86 ,1,2,25315,Apartment,2012,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$610,000.00 ",746,$817.69 ,1,2,25315,Apartment,2011,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$610,500.00 ",851,$717.39 ,1,2,25315,Apartment,2017,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$600,205.00 ",805,$745.60 ,1,2,25314,Apartment,2023,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$610,500.00 ",814,$750.00 ,1,2,25314,Apartment,2018,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,700,000.00 ",1997,$851.28 ,2,2,25314,Apartment,2022,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$610,503.00 ",815,$749.08 ,1,2,25315,Apartment,2008,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$1,275,000.00 ",1381,$923.24 ,2,2,25314,Apartment,2018,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,295,000.00 ",737,"$1,757.12 ",1,2,25315,Apartment,2020,0,U.A.E,5
Dubai Marina,Dubai,"$3,300,000.00 ",2756,"$1,197.39 ",3,5,25315,Apartment,2022,0,U.A.E,4
Downtown Dubai,Dubai,"$1,300,000.00 ",1092,"$1,190.48 ",1,2,25314,Apartment,2007,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$900,502.00 ",1137,$792.00 ,2,3,25315,Apartment,2017,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$901,345.00 ",1147,$785.83 ,2,3,25314,Apartment,2008,0,U.A.E,5
Discovery Gardens,Dubai,"$525,000.00 ",968,$542.36 ,1,1,25315,Apartment,2015,0,U.A.E,5
Downtown Dubai,Dubai,"$3,489,900.00 ",1888,"$1,848.46 ",2,3,25315,Apartment,2008,0,U.A.E,5
Dubai Marina,Dubai,"$760,000.00 ",709,"$1,071.93 ",1,1,25315,Apartment,2022,0,U.A.E,5
Dubai Marina,Dubai,"$700,000.00 ",736,$951.09 ,1,2,25314,Apartment,2007,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,675,000.00 ",1746,$959.34 ,2,2,25314,Apartment,2020,0,U.A.E,4
Dubai Marina,Dubai,"$625,000.00 ",916,$682.31 ,1,2,25315,Apartment,2014,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,390,000.00 ",1954,$711.36 ,2,3,25315,Apartment,2010,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,700,000.00 ",1142,"$1,488.62 ",1,1,25314,Apartment,2018,0,U.A.E,5
Downtown Dubai,Dubai,"$1,400,000.00 ",886,"$1,580.14 ",1,1,25314,Apartment,2009,0,U.A.E,4
Dubai Marina,Dubai,"$3,600,000.00 ",3172,"$1,134.93 ",4,5,25315,Apartment,2016,0,U.A.E,4
Jumeirah,Dubai,"$1,434,000.00 ",758,"$1,891.82 ",1,2,25315,Apartment,2012,0,U.A.E,4
Dubai Harbour,Dubai,"$1,200,000.00 ",745,"$1,610.74 ",1,2,25314,Apartment,2018,0,U.A.E,4
Jumeirah,Dubai,"$1,795,000.00 ",1220,"$1,471.31 ",2,3,25315,Apartment,2011,0,U.A.E,5
Downtown Dubai,Dubai,"$2,444,888.00 ",1064,"$2,297.83 ",2,3,25314,Apartment,2012,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$2,650,000.00 ",1198,"$2,212.02 ",2,3,25314,Apartment,2006,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$3,750,000.00 ",1968,"$1,905.49 ",3,5,25314,Apartment,2014,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$2,399,999.00 ",1180,"$2,033.90 ",2,3,25314,Apartment,2016,0,U.A.E,5
Dubai Marina,Dubai,"$1,700,000.00 ",1302,"$1,305.68 ",2,3,25315,Apartment,2005,0,U.A.E,5
Dubai Marina,Dubai,"$1,550,000.00 ",1188,"$1,304.71 ",2,3,25315,Apartment,2015,0,U.A.E,5
Downtown Dubai,Dubai,"$1,775,000.00 ",1420,"$1,250.00 ",2,2,25315,Apartment,2023,0,U.A.E,5
Dubai Marina,Dubai,"$2,450,000.00 ",2552,$960.03 ,3,5,25314,Apartment,2018,0,U.A.E,5
Jumeirah,Dubai,"$12,000,000.00 ",3142,"$3,819.22 ",3,5,25314,Apartment,2021,0,U.A.E,5
Palm Jumeirah,Dubai,"$624,888.00 ",360,"$1,735.80 ",0,1,25315,Apartment,2011,0,U.A.E,4
